香港,#genre#
第1商業台,https://www.4gtv.tv/?id=4gtv-4gtv109&type=twtv
东森新闻,https://www.4gtv.tv/?id=4gtv-4gtv152&type=twtv
东森财经新闻,https://www.4gtv.tv/?id=4gtv-4gtv153&type=twtv
民视,https://www.4gtv.tv/?id=4gtv-4gtv155&type=twtv
民视台湾台,https://www.4gtv.tv/?id=4gtv-4gtv156&type=twtv
美国之音,https://www.4gtv.tv/?id=litv-ftv03&type=twtv
民视旅游,https://www.4gtv.tv/?id=litv-ftv07&type=twtv
民视影剧,https://www.4gtv.tv/?id=litv-ftv09&type=twtv
半岛新闻,https://www.4gtv.tv/?id=litv-ftv10&type=twtv
民视新闻台,https://www.4gtv.tv/?id=litv-ftv13&type=twtv
爱放动漫,https://www.4gtv.tv/?id=litv-ftv15&type=twtv
好消息,https://www.4gtv.tv/?id=litv-ftv16&type=twtv
好消息2台,https://www.4gtv.tv/?id=litv-ftv17&type=twtv
龙华卡通,https://www.4gtv.tv/?id=litv-longturn01&type=twtv
龙华电影,https://www.4gtv.tv/?id=litv-longturn03&type=twtv
博斯魅力,https://www.4gtv.tv/?id=litv-longturn04&type=twtv
博斯高球1,https://www.4gtv.tv/?id=litv-longturn05&type=twtv
博斯高球2,https://www.4gtv.tv/?id=litv-longturn06&type=twtv
博斯运动1,https://www.4gtv.tv/?id=litv-longturn07&type=twtv
博斯运动2,https://www.4gtv.tv/?id=litv-longturn08&type=twtv
博斯网球,https://www.4gtv.tv/?id=litv-longturn09&type=twtv
博斯无限,https://www.4gtv.tv/?id=litv-longturn10&type=twtv
龙华日韩,https://www.4gtv.tv/?id=litv-longturn11&type=twtv
龙华偶像,https://www.4gtv.tv/?id=litv-longturn12&type=twtv
博斯无限2,https://www.4gtv.tv/?id=litv-longturn13&type=twtv
寰宇新闻台,https://www.4gtv.tv/?id=litv-longturn14&type=twtv
寰宇新闻台湾台,https://www.4gtv.tv/?id=litv-longturn15&type=twtv
亚洲旅游台,https://www.4gtv.tv/?id=litv-longturn17&type=twtv
龙华戏剧,https://www.4gtv.tv/?id=litv-longturn18&type=twtv
Smart知识台,https://www.4gtv.tv/?id=litv-longturn19&type=twtv
生活英语台,https://www.4gtv.tv/?id=litv-longturn20&type=twtv
龙华经典,https://www.4gtv.tv/?id=litv-longturn21&type=twtv
台湾戏剧台,https://www.4gtv.tv/?id=litv-longturn22&type=twtv
TVBS新闻台,https://www.insurancegogogo.com/4987/tvbs_n/playlist.m3u8&type=p9p
TVBS欢乐台,https://www.insurancegogogo.com/4987/tvbshuanle_twn/playlist.m3u8&type=p9p
TVBS,https://www.insurancegogogo.com/4987/tvbs/playlist.m3u8&type=p9p
中天新闻,https://50.7.92.106:8278/ctinews/playlist.m3u8&type=p9p
中天娱乐,https://www.insurancegogogo.com/4987/ctient/playlist.m3u8&type=p9p
中天综合,https://www.insurancegogogo.com/4987/ctizhonghe/playlist.m3u8&type=p9p
中天亚洲台,https://www.insurancegogogo.com/4987/ctiasia_twn/playlist.m3u8&type=p9p
台视 TTV,https://www.insurancegogogo.com/4987/ttv_taiwan/playlist.m3u8&type=p9p
台视新闻台,https://www.insurancegogogo.com/4987/ttvnews_twn/playlist.m3u8&type=p9p
台视综合台,https://www.insurancegogogo.com/4987/ttvzhonghe/playlist.m3u8&type=p9p
中视,https://www.insurancegogogo.com/4987/zhongshihd_twn/playlist.m3u8&type=p9p
中视新闻台,https://www.insurancegogogo.com/4987/zhongshinews_twn/playlist.m3u8&type=p9p
民视,https://www.insurancegogogo.com/4987/ftvhd_taiwan/playlist.m3u8&type=p9p
民视新闻台 FTV News,https://www.insurancegogogo.com/4987/ftvnew_taiwan/playlist.m3u8&type=p9p
民视台湾台,https://www.insurancegogogo.com/4987/ftvtaiwan_twn/playlist.m3u8&type=p9p
华视 CTS,https://www.insurancegogogo.com/4987/ctshd_twn/playlist.m3u8&type=p9p
公视 CTV,https://www.insurancegogogo.com/4987/ctv18_twn/playlist.m3u8&type=p9p
八大第一,https://www.insurancegogogo.com/4987/badafirst/playlist.m3u8&type=p9p
八大综合,https://www.insurancegogogo.com/4987/badazhonghe/playlist.m3u8&type=p9p
八大戏剧,https://www.insurancegogogo.com/4987/badadrama/playlist.m3u8&type=p9p
八大娱乐,https://www.insurancegogogo.com/4987/badaentertain/playlist.m3u8&type=p9p
HBO_HD,https://www.insurancegogogo.com/4987/hbohd_twn/playlist.m3u8&type=p9p
HBO_HITS,https://www.insurancegogogo.com/4987/hbohit_twn/playlist.m3u8&type=p9p
Hollywood Movies,https://www.insurancegogogo.com/4987/hollywoodmovies_twn/playlist.m3u8&type=p9p
三立台湾 Sanli Taiwan,https://www.insurancegogogo.com/4987/sanlitaiwan/playlist.m3u8&type=p9p
三立戏剧台,https://www.insurancegogogo.com/4987/sanlixiju_twn/playlist.m3u8&type=p9p
三立综合 Sanli Metro,https://www.insurancegogogo.com/4987/sanlizhonghe/playlist.m3u8&type=p9p
三立都会台,https://www.insurancegogogo.com/4987/sanlidouhui/playlist.m3u8&type=p9p
东森新闻 ETTV News,https://www.insurancegogogo.com/4987/ettvnews/playlist.m3u8&type=p9p
CINEMAX,https://www.insurancegogogo.com/4987/cinemax_twn/playlist.m3u8&type=p9p
东森综合 ETTV Metro,https://www.insurancegogogo.com/4987/ettvzhonghe/playlist.m3u8&type=p9p
东森戏剧 ETTV Drama,https://www.insurancegogogo.com/4987/ettvdrama/playlist.m3u8&type=p9p
东森超视,https://www.insurancegogogo.com/4987/ettvsuper/playlist.m3u8&type=p9p
东森财经新闻 ETTV Business,https://www.insurancegogogo.com/4987/ettvcaijing_twn/playlist.m3u8&type=p9p
寰宇财经,https://www.insurancegogogo.com/4987/huanyutaiwan_twn/playlist.m3u8&type=p9p
寰宇新闻台,https://www.insurancegogogo.com/4987/huanyuxinwen_twn/playlist.m3u8&type=p9p
公视2,https://www.insurancegogogo.com/4987/ctv2_twn/playlist.m3u8&type=p9p
大爱1台,https://www.insurancegogogo.com/4987/daai_twn/playlist.m3u8&type=p9p
非凡新闻台,https://www.insurancegogogo.com/4987/feifannews_twn/playlist.m3u8&type=p9p
龙华戏剧 Lunghua Drama,https://www.insurancegogogo.com/4987/lunghuaxiju_twn/playlist.m3u8&type=p9p
龙华经典台,https://www.insurancegogogo.com/4987/lunghuajingdian_twn/playlist.m3u8&type=p9p
龙华偶像,https://www.insurancegogogo.com/4987/lunghuaidol_twn/playlist.m3u8&type=p9p
AXN Taiwan,https://www.insurancegogogo.com/4987/axn_twn/playlist.m3u8&type=p9p
靖天国际台,https://www.insurancegogogo.com/4987/jingtianintl_twn/playlist.m3u8&type=p9p
年代新闻,https://www.insurancegogogo.com/4987/niandainews_twn/playlist.m3u8&type=p9p
纬来日本台,https://www.insurancegogogo.com/4987/videolandjapan/playlist.m3u8&type=p9p
纬来电影台,https://www.insurancegogogo.com/4987/videolandmovie/playlist.m3u8&type=p9p
纬来体育台,https://www.insurancegogogo.com/4987/videolandsport/playlist.m3u8&type=p9p
纬来综合台,https://www.insurancegogogo.com/4987/videolandzonghe/playlist.m3u8&type=p9p
纬来育乐,https://www.insurancegogogo.com/4987/videolandyule/playlist.m3u8&type=p9p
纬来精彩,https://www.insurancegogogo.com/4987/videolandspecial_twn/playlist.m3u8&type=p9p
好消息 2,https://www.insurancegogogo.com/4987/good2_twn/playlist.m3u8&type=p9p
大爱2台,https://www.insurancegogogo.com/4987/daai2_twn/playlist.m3u8&type=p9p
亚洲美食,https://www.insurancegogogo.com/4987/afc_twn/playlist.m3u8&type=p9p
美食星球,https://www.insurancegogogo.com/4987/foodplanet_twn/playlist.m3u8&type=p9p
亚洲旅游 TLC Asia,https://www.insurancegogogo.com/4987/tlc_twn/playlist.m3u8&type=p9p
东森电影 ETTV Movie,https://www.insurancegogogo.com/4987/ettvmovie/playlist.m3u8&type=p9p
阿里郎 Arirang,https://www.insurancegogogo.com/4987/arirang_twn/playlist.m3u8&type=p9p
博斯运动 1,https://www.insurancegogogo.com/4987/bosisport1_twn/playlist.m3u8&type=p9p
博斯运动 2,https://www.insurancegogogo.com/4987/bosisport2_twn/playlist.m3u8&type=p9p
博斯高球2,https://www.insurancegogogo.com/4987/bosigolf2_twn/playlist.m3u8&type=p9p
博斯网球,https://www.insurancegogogo.com/4987/bositennis_twn/playlist.m3u8&type=p9p
东森洋片 ETTV Western,https://www.insurancegogogo.com/4987/ettvwestern/playlist.m3u8&type=p9p
龙华洋片 Lunghua Western,https://www.insurancegogogo.com/4987/lunghuawestern_twn/playlist.m3u8&type=p9p
博斯无限,https://www.insurancegogogo.com/4987/bosiunlimited_twn/playlist.m3u8&type=p9p
MTV Live,https://www.insurancegogogo.com/4987/mtvhd_twn/playlist.m3u8&type=p9p
龙详时代,https://www.insurancegogogo.com/4987/lungxiangtime_twn/playlist.m3u8&type=p9p
EYETV 旅游,https://www.insurancegogogo.com/4987/eyetvtravel_twn/playlist.m3u8&type=p9p
靖天卡通台,https://www.insurancegogogo.com/4987/jingtiancartoon_twn/playlist.m3u8&type=p9p
EYETV 戏剧,https://www.insurancegogogo.com/4987/eyetvxiju_twn/playlist.m3u8&type=p9p
卫视中文台 Star Movies Chinese,https://www.insurancegogogo.com/4987/weishichinese_twn/playlist.m3u8&type=p9p
东森幼幼 Yoyo TV,https://www.insurancegogogo.com/4987/yoyo_twn/playlist.m3u8&type=p9p
卫视电影台,https://www.insurancegogogo.com/4987/weishimovie_twn/playlist.m3u8&type=p9p
美亚电影,https://www.insurancegogogo.com/4987/meiyamovie_twn/playlist.m3u8&type=p9p
爱尔达影剧台,https://www.insurancegogogo.com/4987/eltayingju_twn/playlist.m3u8&type=p9p
爱尔达综合台,https://www.insurancegogogo.com/4987/eltazonghe_twn/playlist.m3u8&type=p9p
星卫电影,https://www.insurancegogogo.com/4987/xingwei_movie/playlist.m3u8&type=p9p
爱尔达影剧,https://www.insurancegogogo.com/4987/eltayingju_twn/playlist.m3u8&type=p9p
AFC 亚洲旅游台,https://www.insurancegogogo.com/4987/asiatravel_twn/playlist.m3u8&type=p9p
马来西亚,#genre#
TV1,https://www.insurancegogogo.com/4987/TV1/playlist.m3u8&type=p9p
TV1,https://www.insurancegogogo.com/4987/TV1_backup/playlist.m3u8&type=p9p
TV2,https://www.insurancegogogo.com/4987/TV2/playlist.m3u8&type=p9p
TV3,https://www.insurancegogogo.com/4987/TV3/playlist.m3u8&type=p9p
TV3,https://www.insurancegogogo.com/4987/TV3_mega/playlist.m3u8&type=p9p
NTV7,https://www.insurancegogogo.com/4987/NTV7/playlist.m3u8&type=p9p
TV8,https://www.insurancegogogo.com/4987/TV8/playlist.m3u8&type=p9p
TV9,https://www.insurancegogogo.com/4987/TV9/playlist.m3u8&type=p9p
Ria,https://www.insurancegogogo.com/4987/Ria-0/playlist.m3u8&type=p9p
Ria-3,https://www.insurancegogogo.com/4987/Ria_backup/playlist.m3u8&type=p9p
Al-Hijrah,https://www.insurancegogogo.com/4987/Alhijrah/playlist.m3u8&type=p9p
Al-Hijrah backup,https://www.insurancegogogo.com/4987/Alhijrah_backup/playlist.m3u8&type=p9p
Awani,https://www.insurancegogogo.com/4987/Awani/playlist.m3u8&type=p9p
Bernama,https://www.insurancegogogo.com/4987/Bernama/playlist.m3u8&type=p9p
Prima,https://www.insurancegogogo.com/4987/Prima-0/playlist.m3u8&type=p9p
Prima,https://www.insurancegogogo.com/4987/AAprima1/playlist.m3u8&type=p9p
Prima,https://www.insurancegogogo.com/4987/AAprima/playlist.m3u8&type=p9p
Ceria,https://www.insurancegogogo.com/4987/Ceria/playlist.m3u8&type=p9p
Astro MTV,https://www.insurancegogogo.com/4987/AstroMTV/playlist.m3u8&type=p9p
Mecca Live,https://www.insurancegogogo.com/4987/quran_mido/playlist.m3u8&type=p9p
Madinah,https://www.insurancegogogo.com/4987/sunnah_mido/playlist.m3u8&type=p9p
Oasis,https://www.insurancegogogo.com/4987/Oasis/playlist.m3u8&type=p9p
HBO,https://www.insurancegogogo.com/4987/Hbo/playlist.m3u8&type=p9p
HBO Signature,https://www.insurancegogogo.com/4987/Hbosignature/playlist.m3u8&type=p9p
HBO Hits,https://www.insurancegogogo.com/4987/Hbohitshd/playlist.m3u8&type=p9p
NatGeo Wild,https://www.insurancegogogo.com/4987/Natgeowild/playlist.m3u8&type=p9p
Cartoon Network,https://www.insurancegogogo.com/4987/Cn/playlist.m3u8&type=p9p
Nickelodeon,https://www.insurancegogogo.com/4987/Nickelodeon/playlist.m3u8&type=p9p
Nick Jr,https://www.insurancegogogo.com/4987/Nickjr/playlist.m3u8&type=p9p
Dreamworks,https://www.insurancegogogo.com/4987/Dreamworks/playlist.m3u8&type=p9p
Siar,https://www.insurancegogogo.com/4987/Siar/playlist.m3u8&type=p9p
Citra,https://www.insurancegogogo.com/4987/AAcitra/playlist.m3u8&type=p9p
Citra backup,https://www.insurancegogogo.com/4987/AAcitra1/playlist.m3u8&type=p9p
Sensasi,https://www.insurancegogogo.com/4987/Sensasi/playlist.m3u8&type=p9p
Aura,https://www.insurancegogogo.com/4987/Aura/playlist.m3u8&type=p9p
Rania,https://www.insurancegogogo.com/4987/Rania/playlist.m3u8&type=p9p
KBS World,https://www.insurancegogogo.com/4987/KBS/playlist.m3u8&type=p9p
Boo,https://www.insurancegogogo.com/4987/Boo/playlist.m3u8&type=p9p
Awesome TV,https://www.insurancegogogo.com/4987/Dsangat/playlist.m3u8&type=p9p
Astro Sonypix,https://www.insurancegogogo.com/4987/Asonypix/playlist.m3u8&type=p9p
Sony,https://www.insurancegogogo.com/4987/SetOne/playlist.m3u8&type=p9p
TvN,https://www.insurancegogogo.com/4987/TVN/playlist.m3u8&type=p9p
AEC,https://www.insurancegogogo.com/4987/AEC/playlist.m3u8&type=p9p
华丽台,https://www.insurancegogogo.com/4987/Wlt/playlist.m3u8&type=p9p
欢喜台,https://www.insurancegogogo.com/4987/Huahee/playlist.m3u8&type=p9p
Astro QJ,https://www.insurancegogogo.com/4987/Quanjia/playlist.m3u8&type=p9p
TVB Jade,https://www.insurancegogogo.com/4987/Tvbjade/playlist.m3u8&type=p9p
TVB Asia,https://www.insurancegogogo.com/4987/Tvbasia/playlist.m3u8&type=p9p
TVB Entertainment,https://www.insurancegogogo.com/4987/Tvbentertainment/playlist.m3u8&type=p9p
TVB Classic,https://www.insurancegogogo.com/4987/Tvbclassic/playlist.m3u8&type=p9p
AOD,https://www.insurancegogogo.com/4987/Aodhd/playlist.m3u8&type=p9p
One,https://www.insurancegogogo.com/4987/One/playlist.m3u8&type=p9p
TVB 星河台 Xing He,https://www.insurancegogogo.com/4987/Xinhe/playlist.m3u8&type=p9p
爱奇艺 iQiyi,https://www.insurancegogogo.com/4987/Qiyi/playlist.m3u8&type=p9p
Animal Planet (Eng),https://www.insurancegogogo.com/4987/AnimalPlanet/playlist.m3u8&type=p9p
tvN Movie,https://www.insurancegogogo.com/4987/Tvnmovie/playlist.m3u8&type=p9p
CNN backup,https://www.insurancegogogo.com/4987/cnn_twn/playlist.m3u8&type=p9p
Celestial Classic,https://www.insurancegogogo.com/4987/Celestial2/playlist.m3u8&type=p9p
CNBC,https://www.insurancegogogo.com/4987/cnbc_twn/playlist.m3u8&type=p9p
TLC,https://www.insurancegogogo.com/4987/Tlc/playlist.m3u8&type=p9p
CNA,https://www.insurancegogogo.com/4987/cna/playlist.m3u8&type=p9p
BBC World News,https://www.insurancegogogo.com/4987/bbcnews_twn/playlist.m3u8&type=p9p
Foodnetwork,https://www.insurancegogogo.com/4987/Foodnetwork/playlist.m3u8&type=p9p
HGTV,https://www.insurancegogogo.com/4987/HGTV/playlist.m3u8&type=p9p
Goshop,https://www.insurancegogogo.com/4987/Goshop/playlist.m3u8&type=p9p
Celestial Movies,https://www.insurancegogogo.com/4987/Celestial/playlist.m3u8&type=p9p
Axn,https://www.insurancegogogo.com/4987/Axn/playlist.m3u8&type=p9p
Paramount Network,https://www.insurancegogogo.com/4987/Paramountnetwork/playlist.m3u8&type=p9p
Astrol Kplus,https://www.insurancegogogo.com/4987/Kplus/playlist.m3u8&type=p9p
AFC 亚洲旅游台,https://www.insurancegogogo.com/4987/asiatravel_twn/playlist.m3u8&type=p9p
Rock Actions,https://www.insurancegogogo.com/4987/Rockaction/playlist.m3u8&type=p9p
Bloomberg News,https://www.insurancegogogo.com/4987/bloomberg_twn/playlist.m3u8&type=p9p
Al-Jazeera,https://www.insurancegogogo.com/4987/aljazeera_twn/playlist.m3u8&type=p9p
Rock Entertainment,https://www.insurancegogogo.com/4987/Rockentertain/playlist.m3u8&type=p9p
RTM Sports,https://www.insurancegogogo.com/4987/Rtmsport/playlist.m3u8&type=p9p
Arena,https://www.insurancegogogo.com/4987/Arena/playlist.m3u8&type=p9p
Arena 2,https://www.insurancegogogo.com/4987/Arena2/playlist.m3u8&type=p9p
BolaArena 1,https://50.7.238.98:8278/Bolaarena1/playlist.m3u8&type=p9p
BolaArena 2,https://www.insurancegogogo.com/4987/Bolaarena2/playlist.m3u8&type=p9p
Astro LOL,https://www.insurancegogogo.com/4987/Astro_lol/playlist.m3u8&type=p9p
Astro Rusi,https://www.insurancegogogo.com/4987/Rusi/playlist.m3u8&type=p9p
新加坡,#genre#
Channel 5,https://www.insurancegogogo.com/4987/Channel5HD/playlist.m3u8&type=p9p
Channel 8,https://www.insurancegogogo.com/4987/Channel8HD/playlist.m3u8&type=p9p
Suria,https://www.insurancegogogo.com/4987/Suria/playlist.m3u8&type=p9p
Channel U,https://www.insurancegogogo.com/4987/ChannelU/playlist.m3u8&type=p9p
Vasantham,https://www.insurancegogogo.com/4987/Vasantham/playlist.m3u8&type=p9p
CNA,https://www.insurancegogogo.com/4987/cna/playlist.m3u8&type=p9p
CNA,https://www.insurancegogogo.com/4987/cna_twn/playlist.m3u8&type=p9p
MeWatch Ch 5,https://www.insurancegogogo.com/4987/Mewatch_ch5/playlist.m3u8&type=p9p
MeWatch Ch 8,https://www.insurancegogogo.com/4987/Mewatch_ch8/playlist.m3u8&type=p9p
MeWatch Ch U,https://www.insurancegogogo.com/4987/Mewatch_chU/playlist.m3u8&type=p9p
MeWatch Suria,https://www.insurancegogogo.com/4987/Mewatch_Suria/playlist.m3u8&type=p9p
印度尼西亚,#genre#
TVRI National,https://www.insurancegogogo.com/4987/TVRI/playlist.m3u8&type=p9p
RCTI,https://www.insurancegogogo.com/4987/Rcti/playlist.m3u8&type=p9p
Kompass TV,https://www.insurancegogogo.com/4987/Kompass/playlist.m3u8&type=p9p
Berita Satu,https://www.insurancegogogo.com/4987/BeritaSatu_eko/playlist.m3u8&type=p9p
Indosiar,https://www.insurancegogogo.com/4987/Indosiar/playlist.m3u8&type=p9p
AnTV,https://www.insurancegogogo.com/4987/Antv/playlist.m3u8&type=p9p
MNC TV,https://www.insurancegogogo.com/4987/Mnctv/playlist.m3u8&type=p9p
Trans 7,https://www.insurancegogogo.com/4987/Trans7_eko/playlist.m3u8&type=p9p
Transtv,https://www.insurancegogogo.com/4987/Transtv/playlist.m3u8&type=p9p
JTV,https://www.insurancegogogo.com/4987/JTV_eko/playlist.m3u8&type=p9p
Metro TV,https://www.insurancegogogo.com/4987/metrotv_eko/playlist.m3u8&type=p9p
Cinemax,https://www.insurancegogogo.com/4987/Cinemax/playlist.m3u8&type=p9p
SCTV,https://www.insurancegogogo.com/4987/SCTV/playlist.m3u8&type=p9p
Tvone,https://www.insurancegogogo.com/4987/Tvone/playlist.m3u8&type=p9p
